DEBUG:MNF:Initializing U
DEBUG:MNF:Initialization completed
DEBUG:MNF:MNF  ::: [  0] fit: 844522124.69677 | delta: 8.4e+08 | secs: 0.01048
DEBUG:MNF:MNF  ::: [  1] fit: 539996340.74251 | delta: 3.0e+08 | secs: 0.00882
DEBUG:MNF:MNF  ::: [  2] fit: 347282085.58868 | delta: 1.9e+08 | secs: 0.00827
DEBUG:MNF:MNF  ::: [  3] fit: 290756230.51796 | delta: 5.7e+07 | secs: 0.00819
DEBUG:MNF:MNF  ::: [  4] fit: 255860705.22953 | delta: 3.5e+07 | secs: 0.00782
DEBUG:MNF:MNF  ::: [  5] fit: 209383592.41158 | delta: 4.6e+07 | secs: 0.00756
DEBUG:MNF:MNF  ::: [  6] fit: 161430793.43160 | delta: 4.8e+07 | secs: 0.00789
DEBUG:MNF:MNF  ::: [  7] fit: 121245476.95341 | delta: 4.0e+07 | secs: 0.00697
DEBUG:MNF:MNF  ::: [  8] fit: 90872237.36411 | delta: 3.0e+07 | secs: 0.00685
DEBUG:MNF:MNF  ::: [  9] fit: 68876783.57562 | delta: 2.2e+07 | secs: 0.00669
DEBUG:MNF:MNF  ::: [ 10] fit: 53105397.59333 | delta: 1.6e+07 | secs: 0.00641
DEBUG:MNF:MNF  ::: [ 11] fit: 41714005.72880 | delta: 1.1e+07 | secs: 0.00630
DEBUG:MNF:MNF  ::: [ 12] fit: 33360881.57637 | delta: 8.4e+06 | secs: 0.00638
DEBUG:MNF:MNF  ::: [ 13] fit: 27128564.25989 | delta: 6.2e+06 | secs: 0.00635
DEBUG:MNF:MNF  ::: [ 14] fit: 22399923.14515 | delta: 4.7e+06 | secs: 0.00632
DEBUG:MNF:MNF  ::: [ 15] fit: 18756428.38549 | delta: 3.6e+06 | secs: 0.00638
DEBUG:MNF:MNF  ::: [ 16] fit: 15908885.61264 | delta: 2.8e+06 | secs: 0.00633
DEBUG:MNF:MNF  ::: [ 17] fit: 13653484.68486 | delta: 2.3e+06 | secs: 0.00631
DEBUG:MNF:MNF  ::: [ 18] fit: 11844073.96082 | delta: 1.8e+06 | secs: 0.00635
DEBUG:MNF:MNF  ::: [ 19] fit: 10374237.09770 | delta: 1.5e+06 | secs: 0.00636
DEBUG:MNF:MNF  ::: [ 20] fit: 9165464.43468 | delta: 1.2e+06 | secs: 0.00634
DEBUG:MNF:MNF  ::: [ 21] fit: 8159296.45583 | delta: 1.0e+06 | secs: 0.00632
DEBUG:MNF:MNF  ::: [ 22] fit: 7312010.91634 | delta: 8.5e+05 | secs: 0.00639
DEBUG:MNF:MNF  ::: [ 23] fit: 6590832.27285 | delta: 7.2e+05 | secs: 0.00631
