DEBUG:MNF:Initializing U
DEBUG:MNF:Initialization completed
DEBUG:MNF:MNF  ::: [  0] fit: 980629178.14174 | delta: 9.8e+08 | secs: 0.30858
DEBUG:MNF:MNF  ::: [  1] fit: 906637952.13461 | delta: 7.4e+07 | secs: 0.35527
DEBUG:MNF:MNF  ::: [  2] fit: 1508426281.30043 | delta: 6.0e+08 | secs: 0.37057
DEBUG:MNF:MNF  ::: [  3] fit: 3135237659.08186 | delta: 1.6e+09 | secs: 0.34457
DEBUG:MNF:MNF  ::: [  4] fit: 4363476502.58451 | delta: 1.2e+09 | secs: 0.34123
DEBUG:MNF:MNF  ::: [  5] fit: 4452515803.69559 | delta: 8.9e+07 | secs: 0.30896
DEBUG:MNF:MNF  ::: [  6] fit: 3768624597.96985 | delta: 6.8e+08 | secs: 0.31990
DEBUG:MNF:MNF  ::: [  7] fit: 2853347583.00099 | delta: 9.2e+08 | secs: 0.35421
DEBUG:MNF:MNF  ::: [  8] fit: 2026532799.83198 | delta: 8.3e+08 | secs: 0.31796
DEBUG:MNF:MNF  ::: [  9] fit: 1397358134.16669 | delta: 6.3e+08 | secs: 0.33802
DEBUG:MNF:MNF  ::: [ 10] fit: 960739083.43595 | delta: 4.4e+08 | secs: 0.38702
DEBUG:MNF:MNF  ::: [ 11] fit: 671620357.53525 | delta: 2.9e+08 | secs: 0.34506
DEBUG:MNF:MNF  ::: [ 12] fit: 483148744.05318 | delta: 1.9e+08 | secs: 0.33939
DEBUG:MNF:MNF  ::: [ 13] fit: 359530294.31855 | delta: 1.2e+08 | secs: 0.32007
DEBUG:MNF:MNF  ::: [ 14] fit: 276790052.67777 | delta: 8.3e+07 | secs: 0.31096
DEBUG:MNF:MNF  ::: [ 15] fit: 219832357.52571 | delta: 5.7e+07 | secs: 0.31784
DEBUG:MNF:MNF  ::: [ 16] fit: 179379619.05756 | delta: 4.0e+07 | secs: 0.30895
DEBUG:MNF:MNF  ::: [ 17] fit: 149739358.09913 | delta: 3.0e+07 | secs: 0.32421
DEBUG:MNF:MNF  ::: [ 18] fit: 127376785.38151 | delta: 2.2e+07 | secs: 0.32191
DEBUG:MNF:MNF  ::: [ 19] fit: 110053422.43067 | delta: 1.7e+07 | secs: 0.31362
DEBUG:MNF:MNF  ::: [ 20] fit: 96318047.85679 | delta: 1.4e+07 | secs: 0.31373
DEBUG:MNF:MNF  ::: [ 21] fit: 85205815.88840 | delta: 1.1e+07 | secs: 0.30947
DEBUG:MNF:MNF  ::: [ 22] fit: 76058507.34924 | delta: 9.1e+06 | secs: 0.29267
DEBUG:MNF:MNF  ::: [ 23] fit: 68415628.87975 | delta: 7.6e+06 | secs: 0.29947
DEBUG:MNF:MNF  ::: [ 24] fit: 61947339.70815 | delta: 6.5e+06 | secs: 0.31955
DEBUG:MNF:MNF  ::: [ 25] fit: 56412260.64959 | delta: 5.5e+06 | secs: 0.32167
DEBUG:MNF:MNF  ::: [ 26] fit: 51630287.43842 | delta: 4.8e+06 | secs: 0.34237
DEBUG:MNF:MNF  ::: [ 27] fit: 47464612.72990 | delta: 4.2e+06 | secs: 0.31729
DEBUG:MNF:MNF  ::: [ 28] fit: 43809491.10789 | delta: 3.7e+06 | secs: 0.30237
DEBUG:MNF:MNF  ::: [ 29] fit: 40581749.67278 | delta: 3.2e+06 | secs: 0.32449
DEBUG:MNF:MNF  ::: [ 30] fit: 37714941.48968 | delta: 2.9e+06 | secs: 0.32398
DEBUG:MNF:MNF  ::: [ 31] fit: 35155368.52333 | delta: 2.6e+06 | secs: 0.31360
DEBUG:MNF:MNF  ::: [ 32] fit: 32859254.40993 | delta: 2.3e+06 | secs: 0.33463
DEBUG:MNF:MNF  ::: [ 33] fit: 30790548.02076 | delta: 2.1e+06 | secs: 0.35497
DEBUG:MNF:MNF  ::: [ 34] fit: 28919200.95833 | delta: 1.9e+06 | secs: 0.35983
DEBUG:MNF:MNF  ::: [ 35] fit: 27219945.22345 | delta: 1.7e+06 | secs: 0.31719
DEBUG:MNF:MNF  ::: [ 36] fit: 25671485.81431 | delta: 1.5e+06 | secs: 0.32615
DEBUG:MNF:MNF  ::: [ 37] fit: 24255891.97920 | delta: 1.4e+06 | secs: 0.31145
DEBUG:MNF:MNF  ::: [ 38] fit: 22958031.83797 | delta: 1.3e+06 | secs: 0.32150
DEBUG:MNF:MNF  ::: [ 39] fit: 21765038.30056 | delta: 1.2e+06 | secs: 0.31079
DEBUG:MNF:MNF  ::: [ 40] fit: 20665851.70718 | delta: 1.1e+06 | secs: 0.32550
DEBUG:MNF:MNF  ::: [ 41] fit: 19650858.77210 | delta: 1.0e+06 | secs: 0.30643
DEBUG:MNF:MNF  ::: [ 42] fit: 18711616.94295 | delta: 9.4e+05 | secs: 0.32276
DEBUG:MNF:MNF  ::: [ 43] fit: 17840645.41396 | delta: 8.7e+05 | secs: 0.32599
DEBUG:MNF:MNF  ::: [ 44] fit: 17031272.90695 | delta: 8.1e+05 | secs: 0.33344
DEBUG:MNF:MNF  ::: [ 45] fit: 16277543.61940 | delta: 7.5e+05 | secs: 0.30386
DEBUG:MNF:MNF  ::: [ 46] fit: 15574171.47279 | delta: 7.0e+05 | secs: 0.34596
DEBUG:MNF:MNF  ::: [ 47] fit: 14916505.71921 | delta: 6.6e+05 | secs: 0.32560
DEBUG:MNF:MNF  ::: [ 48] fit: 14300471.09878 | delta: 6.2e+05 | secs: 0.33919
DEBUG:MNF:MNF  ::: [ 49] fit: 13722481.43779 | delta: 5.8e+05 | secs: 0.31585
DEBUG:MNF:MNF  ::: [ 50] fit: 13179353.82089 | delta: 5.4e+05 | secs: 0.32673
DEBUG:MNF:MNF  ::: [ 51] fit: 12668244.95925 | delta: 5.1e+05 | secs: 0.32110
DEBUG:MNF:MNF  ::: [ 52] fit: 12186610.89946 | delta: 4.8e+05 | secs: 0.31832
DEBUG:MNF:MNF  ::: [ 53] fit: 11732179.45159 | delta: 4.5e+05 | secs: 0.34017
DEBUG:MNF:MNF  ::: [ 54] fit: 11302923.66497 | delta: 4.3e+05 | secs: 0.35500
DEBUG:MNF:MNF  ::: [ 55] fit: 10897028.74007 | delta: 4.1e+05 | secs: 0.34614
DEBUG:MNF:MNF  ::: [ 56] fit: 10512853.60057 | delta: 3.8e+05 | secs: 0.34030
DEBUG:MNF:MNF  ::: [ 57] fit: 10148897.77576 | delta: 3.6e+05 | secs: 0.37241
DEBUG:MNF:MNF  ::: [ 58] fit: 9803783.63218 | delta: 3.5e+05 | secs: 0.32378
DEBUG:MNF:MNF  ::: [ 59] fit: 9476251.31876 | delta: 3.3e+05 | secs: 0.30680
DEBUG:MNF:MNF  ::: [ 60] fit: 9165152.51032 | delta: 3.1e+05 | secs: 0.30981
DEBUG:MNF:MNF  ::: [ 61] fit: 8869433.29511 | delta: 3.0e+05 | secs: 0.30580
DEBUG:MNF:MNF  ::: [ 62] fit: 8588111.49067 | delta: 2.8e+05 | secs: 0.30303
DEBUG:MNF:MNF  ::: [ 63] fit: 8320260.60334 | delta: 2.7e+05 | secs: 0.29516
DEBUG:MNF:MNF  ::: [ 64] fit: 8065005.60357 | delta: 2.6e+05 | secs: 0.36122
DEBUG:MNF:MNF  ::: [ 65] fit: 7821526.48004 | delta: 2.4e+05 | secs: 0.32021
DEBUG:MNF:MNF  ::: [ 66] fit: 7589062.46853 | delta: 2.3e+05 | secs: 0.37371
DEBUG:MNF:MNF  ::: [ 67] fit: 7366911.66358 | delta: 2.2e+05 | secs: 0.35433
DEBUG:MNF:MNF  ::: [ 68] fit: 7154425.94235 | delta: 2.1e+05 | secs: 0.32564
DEBUG:MNF:MNF  ::: [ 69] fit: 6951006.11231 | delta: 2.0e+05 | secs: 0.31531
DEBUG:MNF:MNF  ::: [ 70] fit: 6756100.79896 | delta: 1.9e+05 | secs: 0.33302
DEBUG:MNF:MNF  ::: [ 71] fit: 6569206.36840 | delta: 1.9e+05 | secs: 0.32566
DEBUG:MNF:MNF  ::: [ 72] fit: 6389863.24528 | delta: 1.8e+05 | secs: 0.30777
DEBUG:MNF:MNF  ::: [ 73] fit: 6217649.27593 | delta: 1.7e+05 | secs: 0.32770
DEBUG:MNF:MNF  ::: [ 74] fit: 6052174.76174 | delta: 1.7e+05 | secs: 0.29402
DEBUG:MNF:MNF  ::: [ 75] fit: 5893080.27839 | delta: 1.6e+05 | secs: 0.32143
DEBUG:MNF:MNF  ::: [ 76] fit: 5740034.32479 | delta: 1.5e+05 | secs: 0.40268
DEBUG:MNF:MNF  ::: [ 77] fit: 5592730.21631 | delta: 1.5e+05 | secs: 0.32646
DEBUG:MNF:MNF  ::: [ 78] fit: 5450884.61942 | delta: 1.4e+05 | secs: 0.29465
DEBUG:MNF:MNF  ::: [ 79] fit: 5314237.46768 | delta: 1.4e+05 | secs: 0.32268
DEBUG:MNF:MNF  ::: [ 80] fit: 5182550.02213 | delta: 1.3e+05 | secs: 0.30992
DEBUG:MNF:MNF  ::: [ 81] fit: 5055600.28766 | delta: 1.3e+05 | secs: 0.29970
DEBUG:MNF:MNF  ::: [ 82] fit: 4933178.91489 | delta: 1.2e+05 | secs: 0.30065
DEBUG:MNF:MNF  ::: [ 83] fit: 4815088.09788 | delta: 1.2e+05 | secs: 0.30410
DEBUG:MNF:MNF  ::: [ 84] fit: 4701141.90699 | delta: 1.1e+05 | secs: 0.31480
DEBUG:MNF:MNF  ::: [ 85] fit: 4591164.84765 | delta: 1.1e+05 | secs: 0.27329
DEBUG:MNF:MNF  ::: [ 86] fit: 4484988.02125 | delta: 1.1e+05 | secs: 0.29433
DEBUG:MNF:MNF  ::: [ 87] fit: 4382445.08668 | delta: 1.0e+05 | secs: 0.29602
DEBUG:MNF:MNF  ::: [ 88] fit: 4283370.51776 | delta: 9.9e+04 | secs: 0.33098
DEBUG:MNF:MNF  ::: [ 89] fit: 4187601.22400 | delta: 9.6e+04 | secs: 0.29235
DEBUG:MNF:MNF  ::: [ 90] fit: 4094980.61584 | delta: 9.3e+04 | secs: 0.32474
DEBUG:MNF:MNF  ::: [ 91] fit: 4005362.66308 | delta: 9.0e+04 | secs: 0.29857
DEBUG:MNF:MNF  ::: [ 92] fit: 3918613.39458 | delta: 8.7e+04 | secs: 0.30294
DEBUG:MNF:MNF  ::: [ 93] fit: 3834608.78724 | delta: 8.4e+04 | secs: 0.29592
DEBUG:MNF:MNF  ::: [ 94] fit: 3753230.52177 | delta: 8.1e+04 | secs: 0.28463
DEBUG:MNF:MNF  ::: [ 95] fit: 3674362.92502 | delta: 7.9e+04 | secs: 0.33078
DEBUG:MNF:MNF  ::: [ 96] fit: 3597893.48242 | delta: 7.6e+04 | secs: 0.29606
DEBUG:MNF:MNF  ::: [ 97] fit: 3523716.01788 | delta: 7.4e+04 | secs: 0.29677
DEBUG:MNF:MNF  ::: [ 98] fit: 3451733.16059 | delta: 7.2e+04 | secs: 0.29704
DEBUG:MNF:MNF  ::: [ 99] fit: 3381855.62180 | delta: 7.0e+04 | secs: 0.32930
DEBUG:MNF:MNF  ::: [100] fit: 3313999.27282 | delta: 6.8e+04 | secs: 0.29710
DEBUG:MNF:MNF  ::: [101] fit: 3248083.19505 | delta: 6.6e+04 | secs: 0.30532
DEBUG:MNF:MNF  ::: [102] fit: 3184030.37836 | delta: 6.4e+04 | secs: 0.29890
DEBUG:MNF:MNF  ::: [103] fit: 3121769.82796 | delta: 6.2e+04 | secs: 0.30934
DEBUG:MNF:MNF  ::: [104] fit: 3061237.76037 | delta: 6.1e+04 | secs: 0.29612
DEBUG:MNF:MNF  ::: [105] fit: 3002376.64668 | delta: 5.9e+04 | secs: 0.29790
DEBUG:MNF:MNF  ::: [106] fit: 2945132.66933 | delta: 5.7e+04 | secs: 0.31662
DEBUG:MNF:MNF  ::: [107] fit: 2889453.26534 | delta: 5.6e+04 | secs: 0.34837
DEBUG:MNF:MNF  ::: [108] fit: 2835286.04547 | delta: 5.4e+04 | secs: 0.32468
DEBUG:MNF:MNF  ::: [109] fit: 2782579.06526 | delta: 5.3e+04 | secs: 0.34510
DEBUG:MNF:MNF  ::: [110] fit: 2731281.56743 | delta: 5.1e+04 | secs: 0.33034
DEBUG:MNF:MNF  ::: [111] fit: 2681344.56579 | delta: 5.0e+04 | secs: 0.33223
DEBUG:MNF:MNF  ::: [112] fit: 2632721.22185 | delta: 4.9e+04 | secs: 0.32594
DEBUG:MNF:MNF  ::: [113] fit: 2585367.00293 | delta: 4.7e+04 | secs: 0.34225
DEBUG:MNF:MNF  ::: [114] fit: 2539239.43825 | delta: 4.6e+04 | secs: 0.33056
DEBUG:MNF:MNF  ::: [115] fit: 2494297.54026 | delta: 4.5e+04 | secs: 0.32727
DEBUG:MNF:MNF  ::: [116] fit: 2450501.42615 | delta: 4.4e+04 | secs: 0.33848
