DEBUG:MNF:Initializing U
DEBUG:MNF:Initialization completed
DEBUG:MNF:MNF  ::: [  0] fit: 885561782.96407 | delta: 8.9e+08 | secs: 0.00676
DEBUG:MNF:MNF  ::: [  1] fit: 703168036.63190 | delta: 1.8e+08 | secs: 0.00585
DEBUG:MNF:MNF  ::: [  2] fit: 819854652.89863 | delta: 1.2e+08 | secs: 0.00576
DEBUG:MNF:MNF  ::: [  3] fit: 1062814939.69909 | delta: 2.4e+08 | secs: 0.00583
DEBUG:MNF:MNF  ::: [  4] fit: 1102578768.96622 | delta: 4.0e+07 | secs: 0.00573
DEBUG:MNF:MNF  ::: [  5] fit: 944893160.99952 | delta: 1.6e+08 | secs: 0.00573
DEBUG:MNF:MNF  ::: [  6] fit: 723198411.22179 | delta: 2.2e+08 | secs: 0.00574
DEBUG:MNF:MNF  ::: [  7] fit: 524626267.45315 | delta: 2.0e+08 | secs: 0.00571
DEBUG:MNF:MNF  ::: [  8] fit: 375429873.43814 | delta: 1.5e+08 | secs: 0.00571
DEBUG:MNF:MNF  ::: [  9] fit: 271582366.87892 | delta: 1.0e+08 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 10] fit: 201095726.84606 | delta: 7.0e+07 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 11] fit: 153064630.06925 | delta: 4.8e+07 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 12] fit: 119679953.41330 | delta: 3.3e+07 | secs: 0.00580
DEBUG:MNF:MNF  ::: [ 13] fit: 95837821.21748 | delta: 2.4e+07 | secs: 0.00570
DEBUG:MNF:MNF  ::: [ 14] fit: 78311810.73517 | delta: 1.8e+07 | secs: 0.00562
DEBUG:MNF:MNF  ::: [ 15] fit: 65070145.92505 | delta: 1.3e+07 | secs: 0.00559
DEBUG:MNF:MNF  ::: [ 16] fit: 54818375.21260 | delta: 1.0e+07 | secs: 0.00600
DEBUG:MNF:MNF  ::: [ 17] fit: 46716095.00019 | delta: 8.1e+06 | secs: 0.00567
DEBUG:MNF:MNF  ::: [ 18] fit: 40204568.80659 | delta: 6.5e+06 | secs: 0.00568
DEBUG:MNF:MNF  ::: [ 19] fit: 34900942.34576 | delta: 5.3e+06 | secs: 0.00568
DEBUG:MNF:MNF  ::: [ 20] fit: 30533559.21669 | delta: 4.4e+06 | secs: 0.00563
DEBUG:MNF:MNF  ::: [ 21] fit: 26903304.03995 | delta: 3.6e+06 | secs: 0.00567
DEBUG:MNF:MNF  ::: [ 22] fit: 23860683.92562 | delta: 3.0e+06 | secs: 0.00569
DEBUG:MNF:MNF  ::: [ 23] fit: 21291654.00596 | delta: 2.6e+06 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 24] fit: 19108083.67179 | delta: 2.2e+06 | secs: 0.00571
DEBUG:MNF:MNF  ::: [ 25] fit: 17240867.29734 | delta: 1.9e+06 | secs: 0.00570
DEBUG:MNF:MNF  ::: [ 26] fit: 15634877.93432 | delta: 1.6e+06 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 27] fit: 14245442.04506 | delta: 1.4e+06 | secs: 0.00575
DEBUG:MNF:MNF  ::: [ 28] fit: 13036036.62148 | delta: 1.2e+06 | secs: 0.00575
DEBUG:MNF:MNF  ::: [ 29] fit: 11976770.26227 | delta: 1.1e+06 | secs: 0.00574
DEBUG:MNF:MNF  ::: [ 30] fit: 11043210.04745 | delta: 9.3e+05 | secs: 0.00577
