DEBUG:MNF:Initializing U
DEBUG:MNF:Initialization completed
DEBUG:MNF:MNF  ::: [  0] fit: 885561590.11961 | delta: 8.9e+08 | secs: 0.01111
DEBUG:MNF:MNF  ::: [  1] fit: 703167984.57595 | delta: 1.8e+08 | secs: 0.00978
DEBUG:MNF:MNF  ::: [  2] fit: 819854615.74009 | delta: 1.2e+08 | secs: 0.00607
DEBUG:MNF:MNF  ::: [  3] fit: 1062814903.60682 | delta: 2.4e+08 | secs: 0.00575
DEBUG:MNF:MNF  ::: [  4] fit: 1102578736.14570 | delta: 4.0e+07 | secs: 0.00574
DEBUG:MNF:MNF  ::: [  5] fit: 944893129.51845 | delta: 1.6e+08 | secs: 0.00568
DEBUG:MNF:MNF  ::: [  6] fit: 723198377.21412 | delta: 2.2e+08 | secs: 0.00570
DEBUG:MNF:MNF  ::: [  7] fit: 524626228.30236 | delta: 2.0e+08 | secs: 0.00571
DEBUG:MNF:MNF  ::: [  8] fit: 375429828.24267 | delta: 1.5e+08 | secs: 0.00571
DEBUG:MNF:MNF  ::: [  9] fit: 271582316.36700 | delta: 1.0e+08 | secs: 0.00567
DEBUG:MNF:MNF  ::: [ 10] fit: 201095672.02156 | delta: 7.0e+07 | secs: 0.00564
DEBUG:MNF:MNF  ::: [ 11] fit: 153064571.81806 | delta: 4.8e+07 | secs: 0.00567
DEBUG:MNF:MNF  ::: [ 12] fit: 119679892.46988 | delta: 3.3e+07 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 13] fit: 95837758.16208 | delta: 2.4e+07 | secs: 0.00563
DEBUG:MNF:MNF  ::: [ 14] fit: 78311746.01574 | delta: 1.8e+07 | secs: 0.00564
DEBUG:MNF:MNF  ::: [ 15] fit: 65070079.88381 | delta: 1.3e+07 | secs: 0.00566
DEBUG:MNF:MNF  ::: [ 16] fit: 54818308.11107 | delta: 1.0e+07 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 17] fit: 46716027.04193 | delta: 8.1e+06 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 18] fit: 40204500.15217 | delta: 6.5e+06 | secs: 0.00565
DEBUG:MNF:MNF  ::: [ 19] fit: 34900873.12456 | delta: 5.3e+06 | secs: 0.00568
